pair_id,subset,s_persona,s_binding,s_context,noise,b0_p,total,level
rep01__hlp04,core,0.1463869210202118,0.03155026996970025,0.008662702477275179,0.0150714123131215,0.0,0.18659989346718725,persona_level
rep03__ana07,core,0.019520700812792644,0.003759734738051064,0.01787536121050152,0.007690183540948848,0.0,0.04115579676134523,model_level
rep03__emo04,core,0.32942708333333337,0.06223958333333335,0.00019531250000000017,0.00390625,0.0,0.3918619791666667,persona_level
rep05__emo04,core,0.3308475378787879,0.08136837121212122,0.011097301136363636,0.0024857954545454545,0.0,0.42331321022727275,persona_level
rep06__emo01,core,0.33120265151515155,0.06178977272727273,0.0007363172541743981,0.002130681818181818,0.0,0.39372874149659864,persona_level
rep07__cre07,core,0.323238477615072,0.06209902183275907,0.0006012860704346684,0.01009485571826133,0.0,0.38593878551826577,persona_level
rep08__ana04,core,0.011563088213279546,0.039416451780928834,0.020552956143676807,0.023737837712646384,0.375,0.07153249613788519,binding_level
rep08__cre03,core,0.2801912352693603,0.052014064253647595,0.011970617634680138,0.01668376473063973,0.125,0.344175917157688,persona_level
sig_feelings__sig_specs,signature,0.3232125946969697,0.07321259469696971,0.00645419034090909,0.010120738636363636,0.625,0.40287937973484855,persona_level
sig_long__sig_short,signature,0.04296875,0.008072916666666667,0.019726562500000003,0.00390625,0.0,0.07076822916666667,persona_level
